country,description,points,price,province,region_1,variety
US,"This is tart and briary in the mouth, with less-than-ripe tannins and fruit. This has a decent blackberry flavor. Drink up.",86,38,California,Monterey County,Cabernet Sauvignon
US,"This is tart in acidity and tastes of raspberry jam, with a bubblegum-gassiness reminiscent of Beaujolais. It's easy and refreshing.",83,12,California,Sonoma County,Zinfandel
US,"This is tasty, quite ripe and bold in flavor but comfortable in mouthfeel. Soft tannins are apparent and lend some grip to the texture while the acidity is very low and the finish short.",85,12,California,California,Cabernet Sauvignon
US,"This is taut and dense, and requires time and air to untangle. Deep, dark fruits are mixed in with layers of black olive, smoke, compost, tar, moist earth and herb—a delicious mélange of flavors that promises good things to come as the wine ages. It's masterful winemaking in a package so young and wrapped up tight that it may pass you by if you don't give it a good look.",92,44,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"This is taut and dense, and requires time and air to untangle. Deep, dark fruits are mixed in with layers of black olive, smoke, compost, tar, moist earth and herb—a delicious mélange of flavors that promises good things to come as the wine ages. It's masterful winemaking in a package so young and wrapped up tight that it may pass you by if you don't give it a good look.",92,44,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"This is technically a white wine but with eyes closed it could be taken for a big red. The color is orange, the aromas are earthy and extremely citric, while the flavors are laser focused on orange and lemon zest. Acidity and tannins coat the palate and give it a mouth-puckering grip. It's not for the meek, but the adventurous will love it.",91,32,California,El Dorado,Roussanne
US,"This is the 33rd vintage of this landmark Zinfandel, which, since it's a blend that includes just 74% Zinfandel in it, isn't technically Zinfandel at all. Whatever. It's just plain delicious, old-vine, succulent juice. Jammy, juicy, vibrant and tight, it has a long life ahead.",90,30,California,Sonoma County,Zinfandel
US,"This is the best Obsidian Cab since the 2002, and for similar reasons. It was a good vintage for Cabernet. The wine is rich and peppery and lush in black currant flavors, with beautifully sculpted, ripe tannins. Provides more evidence that this Red Hills of Lake County appellation has enormous potential for Cabernet.",90,27,California,Red Hills Lake County,Cabernet Sauvignon
US,"This is the best of the new releases from Seven Bridges, a Portland-based winery with a penchant for Washington State fruit. Smooth, balanced and mouth-filling, this offers a truffle highlight that sits over the bright berry and cherry flavors.",89,26,Oregon,Walla Walla Valley (OR),Merlot
US,"This is the darkest, biggest, richest of Raymond's 2007 Cabernets. It's ripe and full in blackberries and currants, with a thick coating of sweet, toasty oak, but it's not really drinkable now because the tannins are so strong. Designed for the cellar, it should develop bottle complexity over the next 10–12 years.",92,85,California,Napa Valley,Cabernet Sauvignon
US,"This is the deal of the century for wine made at this level from vines dating back as far as 1881, the wine sourced from two sites, the Saitone and Banfield ranches. Yeasty baked bread and juicy strawberry commingle around black currant and blood orange, the texture smoothly seductive, with a cradling of dried herb as a back note.",92,28,California,Russian River Valley,Zinfandel
US,"This is the finest Cabernet from Gordon Estate in some time; forward and pretty, with a juicy mix of red fruits. The raspberry and cherry and currant flavors are nicely defined and deep, underscored with crisp acidity, and showing the sort of youthful concentration that suggests further cellaring is in order. Nonetheless, it's a wine to enjoy right away simply for its luscious, exuberant fruit.",91,26,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"This is the first Cabernet Sauvignon release from Meomi founder Joe Wagner. Sourced from vineyards across the appellation, it shows simple yet focused dark cherry and chocolate flavors, dusty tannin and subtle oak, within a framework of moderate acidity and ripeness.",86,45,California,Napa Valley,Cabernet Sauvignon
US,"This is the first Cabernet Sauvignon release from Meomi founder Joe Wagner. Sourced from vineyards across the appellation, it shows simple yet focused dark cherry and chocolate flavors, dusty tannin and subtle oak, within a framework of moderate acidity and ripeness.",86,45,California,Napa Valley,Cabernet Sauvignon
US,"This is the first Chardonnay for Daedalus Cellars. Flavors are rich and full-bodied, with candied orange peel, sweet citrus and vanilla most noticeable among them. Left on the lees for almost 18 months, this is wide open and ready to drink.",87,25,Oregon,Chehalem Mountains,Chardonnay
US,"This is the first Chenin Blanc from this up-and-coming winery. All native yeast fermented and aged in stainless steel, the aromas pop, with notes of pear, apple, lees and melon. Sleek in style, it brings a sense of brightness and purity of flavor and bright acids. Very varietally correct, it's a compelling example of Chenin in the state. Pair it with food to see it at its best.",90,20,Washington,Columbia Valley (WA),Chenin Blanc
US,"This is the first Chenin Blanc from this up-and-coming winery. All native yeast fermented and aged in stainless steel, the aromas pop, with notes of pear, apple, lees and melon. Sleek in style, it brings a sense of brightness and purity of flavor and bright acids. Very varietally correct, it's a compelling example of Chenin in the state. Pair it with food to see it at its best.",90,20,Washington,Columbia Valley (WA),Chenin Blanc
US,"This is the first Dineen designate from :Nota Bene, and it's worth chasing down. Focused dark purple and black fruits line up—cherry, plum and cassis—with a rich layer of espresso and a lick of graphite following. The 22 months in barrel brings an interesting hint of caramel to a nicely balanced finish.",91,35,Washington,Yakima Valley,Cabernet Sauvignon
US,"This is the first Grenache from Nefarious, and it's a beauty. Sourced from the Upland vineyard in the tiny Snipes Mountain AVA, it is bursting with pure, sweet fruit flavors, tart and lip-smackingly juicy. A subtle minerality with a hint of wet cement gives it tannic authority, while the aging in once-filled French oak barrels adds a touch of baking spices.",92,30,Washington,Snipes Mountain,Grenache
US,"This is the first reserve for this unassuming, low-profile winery whose wines clearly belong in the first rank of Washington's boutiques. It shows classic Cabernet fruit from three top vineyards, long and persistent, yet never over extracted or alcoholic. True Bordeaux style in an elegant, ageworthy wine. Editors' Choice.",93,36,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"This is the first reserve Malbec from Seven Hills, the winery that first introduced this as a varietal wine in the Walla Walla Valley. Inviting aromas of pepper, coffee, vanilla and cream introduce a dark and sappy wine, with concentrated raspberry and blackberry fruit at its core. Superb ripeness and lift from the juicy acidity mark this as indeed reserve-level in quality.",92,45,Oregon,Walla Walla Valley (OR),Malbec
US,"This is the first Tempranillo from Zefina (just 60 cases made) from vines planted at the Alder Ridge vineyard in 1999. It is soft, fruity and dark, with some pretty spice showing in the nose. There are attractive floral notes, sweet herbs and a mix of light red fruits to follow. The tannins are soft and the acids are well under control, leading into a lightly chocolaty finish.",87,25,Washington,Horse Heaven Hills,Tempranillo
US,"This is the first time a Cabernet Franc has been made at Spring Valley since 2003. It's rich and earthy, tannic and concentrated, with plum and black cherry dusted with light mocha. Smooth and supple in the mouth, it glides into a tasty finish with toasted almonds.",91,50,Washington,Walla Walla Valley (WA),Cabernet Franc
US,"This is the first vintage of the winery's flagship wine to receive a vineyard designation. A blend of Cabernet Sauvignon (61%), Merlot (24%), Merlot and Petit Verdot, it offers brooding aromas of dried herbs and tobacco along with coffee and barrel spice. The style is reserved but it still brings a lot of richness along with lively acidity, exceptional balance, well-integrated tannins and a lengthy finish.",92,55,Washington,Wahluke Slope,Bordeaux-style Red Blend
US,"This is the first vintage of this 100% varietal, vineyard-designate for the producer, a mountaintop site 1,900 feet high. Red, rocky volcanic soils contribute a dusty concentration to the wine that shows a graceful grip of cranberry, cherry and currant wrapped in buoyant acidity. A wisp of smoke appears at the end.",92,85,California,Howell Mountain,Cabernet Sauvignon
US,"This is the first wine from this new winery. Clean, light berry fruit is the whole show, and it's a forward, fruity Zin with friendly, simple flavors.",85,22,California,Sonoma County,Zinfandel
US,"This is the first wine to be blended each year, though it is not labeled a reserve. The new vintage has amazing depth, running down through a litany of red and black fruits, into veins of earth and tannin and graphite, and finishing with densely textured barrel notes of toast, coffee and bitter chocolate. Beautifully proportioned, deep and cellarworthy.",95,45,Washington,Red Mountain,Bordeaux-style Red Blend
US,"This is the first, and least expensive, of the winery's 2010 Cabs. For $20, you get a dry, smooth, opulent wine, filled with classic black currant, tea and oak flavors.",90,20,California,Sonoma County,Cabernet Sauvignon
US,"This is the fourth 90-point score this bottling has earned in as many years, meaning the wine has hit a very nice stride. Made with no oak, it offers a crisp, fruity freshness, with flavors of limes, tangerines, peaches, pears and vanilla.",90,22,California,Santa Maria Valley,Pinot Blanc
US,"This is the inaugural release for Browne Family Chardonnay. Crisp and leesy, it has a smooth, creamy midpalate, with a buttered toast highlight. Refreshing acidity and excellent length keep it fresh and lively.",92,35,Washington,Columbia Valley (WA),Chardonnay
US,"This is the inaugural release from this winery, which dedicates itself to the production of Grenache. A blend of fruit from Alder Ridge and Upland vineyards, it brings aromas of red plum, herb and spice that are followed by elegant, mouthwatering red-fruit flavors. It shows the variety's more delicate side.",88,30,Washington,Columbia Valley (WA),Grenache
US,"This is the inaugural release from this winery, which dedicates itself to the production of Grenache. A blend of fruit from Alder Ridge and Upland vineyards, it brings aromas of red plum, herb and spice that are followed by elegant, mouthwatering red-fruit flavors. It shows the variety's more delicate side.",88,30,Washington,Columbia Valley (WA),Grenache
US,"This is the inaugural release from this winery. With Grenache (71%) and Syrah (23%) leading the way, it shows aromas of vanilla bean, herb and ripe red and blue fruit. The palate is full bodied and no holds barred, showing a mixture of fruit and barrel along with the ripeness of the region and vintage. The wood pokes through at times.",90,42,Washington,Red Mountain,G-S-M
US,"This is the inaugural release of this Clifton Hill and Clifton Bluff vineyards wine. Aromas of plum, dark berries, pencil lead and chocolate precede soft, plump fruit flavors. It goes down far too easy.",88,25,Washington,Wahluke Slope,Cabernet Sauvignon
US,"This is the inaugural release of this wine, which is a blend of Cabernet Sauvignon, Merlot and Malbec. It brings aromas of espresso, toast, bittersweet chocolate, vanilla and dark berries. The fruit and barrel flavors are soft and sumptuous, playing off each other nicely through the finish.",90,50,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,"This is the inaugural vintage for this producer, a husband-and-wife team in partnership with winemaker Maayan Koschitzky, who also works with Philippe Melka. The vineyard-designate is lush and powerful, a full-bodied, tannic representative of an amazing growing year. Mint, black olive, blackberry and cigar highlight the sensual texture, enriched in dark chocolate.",92,85,California,Stags Leap District,Cabernet Sauvignon
US,"This is the kind of Cabernet that's soft and accessible enough to drink now. It's rich in blackberry, cherry and spice flavors, with a sweet edge of charred wood. Saved from mere simplicity by a fine, firm tannic structure.",92,25,California,Napa Valley,Cabernet Sauvignon
US,"This is the kind of California-appellation Chardonnay that allows consumers to drink their favorite white wine at an everyday price. It's just fine, with pineapple, peach and orange flavors, kissed with buttered toast and cream.",86,10,California,California,Chardonnay
US,"This is the kind of wine that negociant Don Sebastiani & Sons produces so well. For an everyday price, you get a pretty nice Cabernet, dry and spicy, with a good punch of berry fruit.",87,12,California,Napa Valley,Merlot
US,"This is the least successful Judd's Hill Cabernet in recent memory. The current '04 bottling is lean, with cherry tea and mint flavors. A disappointment.",84,42,California,Napa Valley,Cabernet Sauvignon
US,"This is the medium-dry Riesling from this estate vineyard, a notch lower in alcohol than the Dry bottling, and overall a bit rounder. It carries the same excellent texture, length and mix of ripe fruits, with pears and nectarines taking center stage.",92,24,Oregon,Willamette Valley,Riesling
US,"This is the most accessible, most interesting and most compelling of Sbragia's new Cabernets. It's extraordinarily powerful in the potent, sweetly refined tannins and ripe flavors of blackberries and cassis, leading to a long, rich finish. You can drink it now, but it will age effortlessly for a good 8–10 years.",95,75,California,Howell Mountain,Cabernet Sauvignon
US,"This is the most balanced of the winery's many 2011 Zins. It's also half the price of the vineyard designates. With raspberry, cherry and cola flavors set in a flurry of spices, it doesn't have the massive overripeness of the others. But that's exactly why it's a more appealing and food-friendly wine.",90,19,California,Paso Robles,Zinfandel
US,"This is the most broadly appealing Chardonnay of Lynmar's wonderful 2011 offering. It makes all the right moves, with fine acidity and a hint of minerals giving structure to the tropical fruit, buttered toast and spice flavors. It's the kind of wine that makes Chard lovers smile. Best of all, it costs considerably less than  the winery's other Chards and is nearly as good.",91,35,California,Russian River Valley,Chardonnay
US,"This is the most dynamic 2011 entry in Matthias Pippig's Loner series, starting with aromas of lemon juice, lime sorbet, wet chalk, white pepper and crushed herbs. The tight, mineral-driven flavors dance across diced peaches and baked apples, with lime spritzer and baking soda thrown on top.",93,60,California,Sta. Rita Hills,Chardonnay
US,"This is the most remniscent of Chablis among Testarossa's new Chardonnays. It's a minerally, chalky wine, bone dry and with lots of acidity, which makes it racy and clean. But it also has a solid core of ripe oranges and limes. It's fine to drink now, and could even develop mushroomy bottle complexity over the next six years.",93,39,California,Chalone,Chardonnay
US,"This is the personal project of Robert Mondavi's longtime winemaker, Genevieve Janssens, and her husband, Luc. Production is only 250 cases. The blend is of the two Cabs, Sauvignon and Franc. The quality of the tannins is perfect, and so is the effortless way the wine has absorbed 100% new French oak without the wood sticking out. My only criticism, and it's a big one, is excessive ripeness that makes it Port-like. The alcohol is 15.5%.",87,125,California,Napa Valley,Bordeaux-style Red Blend
US,"This is the producer's annual unoaked version of the variety, from its own estate, the grapes fermented entirely in stainless steel. Kept in tank until bottling, it's a fresh taste of spring, also showing green olive, quince and tropical mango, with plenty of juicy acidity.",88,29,California,Russian River Valley,Chardonnay
US,"This is the producer's inaugural foray into the variety, sourced from the Oak Knoll area. The wine is inspired by the Loire Valley and its well-known Cabernet Franc. Coopered in French oak and stainless steel, it retains a subtle crispness and light body, the acidity supporting highlights of floral white fig, pear and honey.",90,27,California,Napa Valley,Chenin Blanc
US,"This is the producer's inaugural foray into the variety, sourced from the Oak Knoll area. The wine is inspired by the Loire Valley and its well-known Cabernet Franc. Coopered in French oak and stainless steel, it retains a subtle crispness and light body, the acidity supporting highlights of floral white fig, pear and honey.",90,27,California,Napa Valley,Chenin Blanc
US,"This is the producer's inaugural offering of the variety, made in tiny amounts, but boy oh boy, it's good. Bright blue and black-berry succulence exude vibrancy and freshness on the palate complemented by savory hints of tar, black licorice and char. Velvety soft tannins allow the fruit to speak.",93,75,California,Napa Valley,Merlot
US,"This is the producer's proprietary Merlot-driven blend, the variety comprising 60% of the whole, with 30% Cabernet Franc and 10% Cabernet Sauvignon. Like its other blends, it spent 21 months in French oak, 75% of it new. Sanguine in currant and plum, its thick structure holds richer notes of chocolate and coconut. Drink now through 2023.",91,135,California,Napa Valley,Bordeaux-style Red Blend
US,"This is the third of three Chardonnays named after the winemaker's daughters. The aromas bring notes of clarified butter, lees, spice, pear, pineapple and other tropical fruit. The flavors are rich but still show restraint, with a lightly creamy feel and a long finish.",91,45,Washington,Columbia Valley (WA),Chardonnay
US,"This is the third vintage for this rare Washington Tempranillo from Alexandria Nicole. It's a crowd-pleaser, with deep fruit flavors of black cherry candy, wrapped in earthy, dusty tannins. As it breathes the aromas show vanilla, lanolin and spice, and the wine has excellent weight and concentration for such young vines.",89,55,Washington,Horse Heaven Hills,Tempranillo
US,"This is the top bottling of Thomas Fogarty's ambitious Bordeaux-aimed brand, and it shows, with regionally distinctive aromas of crushed rocks, blueberry, tar and smoke. The intriguing palate is elegance defined, with sexy tannins and mineral-driven flavors of black dirt, wet slate and squeezed blueberry. It makes for enlightening drinking now, but offers measured components that will last until at least 2030.",94,95,California,Santa Cruz Mountains,Bordeaux-style Red Blend
US,"This is the winery's best Cabernet Sauvignon in years. It has classic black currant flavor, enhanced by smoky oak, and feels distinguished in the mouth. It's young, but should begin to mellow and show its stuff by 2017.",90,51,California,Napa Valley,Cabernet Sauvignon
US,"This is the winery's best Chardonnay, but that's no surprise given its source: the famous Rochioli Vineyard. Right now, it's dominated by new oak influence, with buttered toast, butterscotch and caramel flavors. But there's an intense core of pineapples, oranges, green apples, nectarines and apricots, and the finish is absolutely dry. The vineyard's minerality and the Russian River's acidity provide balance. Give it until the summer of 2013, and then enjoy it for several more years.",92,45,California,Russian River Valley,Chardonnay
US,"This is the winery's best Dijon Clones Chardonnay ever. It shows the balanced, long hangtime fruit of the vintage, bursting with ripe flavors of pineapples, oranges, honeydew melons and pears, along with toasty new French oak and vibrant acidity. What a yummy wine to drink with scallops or crab.",92,34,California,Carneros,Chardonnay
US,"This is the winery's best Marinus since 2007, and is as good as the '04—which is arguably the best ever. It offers immediate pleasure, with soft tannins and acids framing perfectly ripened blackberry, cherry, cola and earthy flavors. Ready to drink now.",92,46,California,Carmel Valley,Bordeaux-style Red Blend
US,"This is the winery's estate-grown Cabernet Sauvignon, and it opens rather stiff and herbal. It's a taut, dark and deep wine that rewards decanting, showing good concentration and dense layers of brambly berries, licorice and espresso. Age for at least another decade.",90,30,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"This is the winery's flagship wine, the one that made it famous decades ago. It hasn't changed much over the years. It's still tannic and austere in youth, requiring many years to develop. But it's a cellar guarantee, with a wealth of concentrated cassis and cedar flavors that are just waiting for those tannins to drop out. Best after 2010.",92,70,California,Stags Leap District,Cabernet Sauvignon
US,"This is the winery's inaugural vintage of this wine, which blends Birch Creek Grenache (57%) and Mourvèdre (14%) with estate Syrah. The aromas pop, with notes of stargazer lilies, dried tobacco, white pepper and red fruit that lead to soft, silky, very pretty fruit flavors.",88,30,Washington,Walla Walla Valley (WA),G-S-M
US,"This is the winery's Left-Bank-Bordeaux-style blend, three quarters Cabernet Sauvignon. It has a pleasing mix of red and black fruits, licorice, toast and smoke, and spent two and a half years in French oak, 60% new. The wine is quite tasty and drinking well, though the blend lacks focus.",88,35,Washington,Columbia Valley (WA),Cabernet Sauvignon
US,"This is the winery's Meritage red, although with 75% Cabernet Sauvignon they could have bottled it as that variety. It's nearly always Sebastiani's best Bordeaux-style wine, but the '05 is something of a letdown from past vintages. It's elegantly structured and nicely flavored, with subtle currant, cherry, olive and smoke flavors, but has a bitter taste throughout.",85,35,California,Sonoma County,Bordeaux-style Red Blend
US,"This is the winery's most straight-forward pink, showing red plum, peach, light mulberry and steel aromas. It's all tension upon first sip, but then waves of ripe plum, citrus and brown spice overtake the palate.",87,32,California,Paso Robles,Grenache
US,"This is the winery's reserve-level 100% Cab, given the utmost care and attention. It opens shyly in cedar and blackberry before offering a luscious palate of tangy leather, dry, firm tannins and a peppery finish. From grapes designated as their own Heritage Clone, UCD 30, it beautifully expresses the appellation and should cellar well through 2020.",91,110,California,Stags Leap District,Cabernet Sauvignon
US,"This is the winery's stainless-steel-fermented Sauvignon Blanc. Dry and racy in acidity, it shows lemon and lime flavors, with a rich hint of tart kiwi.",89,14,California,Santa Ynez Valley,Sauvignon Blanc
US,"This is three fifths Merlot, the rest spread among the other four Bordeaux grapes. It's very well crafted, showing a bit of herb along with berries and spice. What most impresses is the overall structure, and the impression of ageworthy muscle in the finish.",91,36,Washington,Columbia Valley (WA),Bordeaux-style Red Blend
US,"This is top drawer—elegant, detailed and richly varietal. The fruit is tart and tangy but not sour or thin. Mixed green fruits, apple, citrus, and a lightly toasty nose set up a wine with impressive length. The midpalate richness includes ripe melon, butterscotch and cinnamon spice. It's all barrel-fermented in neutral oak. This is a real strength of the brand.",91,18,Washington,Columbia Valley (WA),Sauvignon Blanc
US,"This is top drawer—elegant, detailed and richly varietal. The fruit is tart and tangy but not sour or thin. Mixed green fruits, apple, citrus, and a lightly toasty nose set up a wine with impressive length. The midpalate richness includes ripe melon, butterscotch and cinnamon spice. It's all barrel-fermented in neutral oak. This is a real strength of the brand.",91,18,Washington,Columbia Valley (WA),Sauvignon Blanc
US,"This is tropical, boisterous rendition of the grape, with heavy tuberose, white lily, peach and apple-blossom aromas. The palate combines honeysuckle, ripe apple flesh and pineapple-guava flavors.",88,24,California,Santa Barbara County,Viognier
US,"This is tropical, boisterous rendition of the grape, with heavy tuberose, white lily, peach and apple-blossom aromas. The palate combines honeysuckle, ripe apple flesh and pineapple-guava flavors.",88,24,California,Santa Barbara County,Viognier
US,"This is unmistakably a mountain-grown Merlot, hefty with dark fruit and layers of baking spice. Concentrated and ready to age another 5–7 years, it has a long and leathery finish.",87,20,California,El Dorado,Merlot
US,"This is unmistakably a mountain-grown Merlot, hefty with dark fruit and layers of baking spice. Concentrated and ready to age another 5–7 years, it has a long and leathery finish.",87,20,California,El Dorado,Merlot
US,"This is unusual for a reserve, in that it's lower in alcohol than the regular bottling, and more cases were produced. The light fruits and herbs—green apple and lemon verbena in particular—are highlighted with tarragon and citrus peel. The complexity compensates for the just-on-the-edge ripeness, and time in 20% new oak adds a buttery note to the finish.",89,33,Oregon,Chehalem Mountains,Chardonnay
US,"This is very rich in blackberries and currants, bearing lots of oak that adds caramelized toastiness. While the tannins are thick and fine, there's something rustic on the finish in the form of extracted, candied sweetness and heat. Flashy as it is, you're best drinking this wine now.",87,110,California,Napa Valley,Cabernet Sauvignon
US,"This is weighty, creamy and medium to full in body. It has plenty of lime and pear flavors, plus slight brown sugar and vanilla notes.",85,14,California,North Coast,Chardonnay
US,"This is weighty, creamy and medium to full in body. It has plenty of lime and pear flavors, plus slight brown sugar and vanilla notes.",85,14,California,North Coast,Chardonnay
US,"This is White Oak's best Chardonnay in years. The wine benefited from the chilly vintage, expressing citrus and tropical fruit flavors while preserving its vital acidity. It shows real elegance.",92,24,California,Russian River Valley,Chardonnay
US,"This is winemaker Rich Cushman's estate vineyard. At 25 years of age, it may well be the oldest Riesling planting in the region. The alcohol is just under 11%, but there is plenty of acid under the fruit, so despite its off-dry designation, this is a wine that would work wonderfully well with a wide variety of cheeses and appetizers. Flavors suggest pears and peaches, detailed with spice and stone.",90,14,Oregon,Columbia Gorge (OR),Riesling
US,"This is your everyday Cab, dry and tannic, but with rich, ripe black currant and cassis flavors that lead to the long finish. Drink now, but you'll want to decant it for a few hours.",88,23,California,Napa Valley,Cabernet Sauvignon
US,"This is your everyday Cab, dry and tannic, but with rich, ripe black currant and cassis flavors that lead to the long finish. Drink now, but you'll want to decant it for a few hours.",88,23,California,Napa Valley,Cabernet Sauvignon
US,"This isn't a very complex Merlot, but it is textbook if you're looking for soft fruitiness. It has oak-influenced cherry and blackberry flavors, with hints of violets and fruit tea, and is dry and dusty in tannins. Give it more concentration and it would be a star.",87,19,California,Alexander Valley,Merlot
US,"This juicy coastal wine offers medium acidity and a lightness on the palate. It is a well-crafted, balanced effort, exuding wet stone, lemon zest, apple and white flower aromas and flavors.",91,50,California,Sonoma Coast,Chardonnay
US,"This juicy red wine offers thick layers of black pepper and blueberry around sturdy oak. However, its opulent beginnings start to thin on the midpalate, veering into sour flavors and a touch of heat.",84,37,California,Napa Valley,Malbec
US,"This Lake County Sangiovese tastes slightly green and acidified at first before its bright, tight red cherry fruit makes its way through.",86,20,California,Clear Lake,Sangiovese
US,"This large-production Zin has lots to like, beginning with the smooth, dry tannins and continuing through the classic flavors of black currants, briary forest berries and exotic spices. It contains some Petite Sirah, which gives it added body and depth. Drink now with barbecue, beef tacos and pepperoni pizza.",88,24,California,Sonoma County,Zinfandel
US,"This larger production offering from the respected producer is a testament to the benefit of sourcing from multiple sites. It showcases an interesting oyster shell note, as well as robust, caramelized oak. Honey and baked apple flavors lend richness and concentration.",90,40,California,Sonoma Coast,Chardonnay
US,"This larger production offering from the respected producer is a testament to the benefit of sourcing from multiple sites. It showcases an interesting oyster shell note, as well as robust, caramelized oak. Honey and baked apple flavors lend richness and concentration.",90,40,California,Sonoma Coast,Chardonnay
US,"This late release offers a good look at how the better Oregon white wines can improve with a few additional years in the bottle. Smooth and rich, it mixes pineapple, Asian pear and honeysuckle scents and flavors. Good verve and a light, pleasant hint of fresh herb.",90,25,Oregon,Eola-Amity Hills,Pinot Blanc
US,"This late-harvest Viognier looks like a still wine as it comes out of the bottle, exploding with honey and wildflowers on the nose. Its fruitiness is restrained somewhat and would stand out paired with a crème brûlée—though on its own, the alcohol is overpowering.",86,28,California,Sierra Foothills,Viognier
US,"This late-release Riesling from Seneca Lake wafts with the delicate perfume of sweet peas, ripe stonefruits and a petrol undertone. Dry, but with a touch of white peach sweetness, refreshing lime juice flavors and a high toned acidity keep this wine refreshing and brisk.",87,13,New York,Seneca Lake,Riesling
US,"This lavish yet regionally descriptive blend of 45% Merlot, 44% Cabernet Sauvignon, 7% Cabernet Franc and 4% Petit Verdot offers fresh-pressed blackberry, just-picked dill, graphite, tobacco ash and pencil lead on the nose. Dried-herb complexity shines on the palate, with swirling elements of oregano, bay leaf, thyme and tobacco layered across blackberry and blueberry fruit. There's the slightest barnyard touch too.",92,65,California,Santa Cruz Mountains,Bordeaux-style Red Blend
US,"This lavishly oaked, opaque Zinfandel sports a dense nose of blackberry with pronounced toasty and menthol shadings. The mouthfeel is full and smooth, there's dark fruit and plenty of espresso, bitter chocolate and tar on the palate and finish, with tannins to lose on the back end. The wine may open up and the fruit ascend more in a year; lovers of heavy toast can eagerly drink it up now.",85,18,California,Northern Sonoma,Zinfandel
US,"This leads with aromas of dark raspberries, toast and woodspice, seeming to still be in its shell. Flavors are high-octane, rich and sweet, with enough tannins to go the distance. It doesn't seem entirely integrated right now, but it will go up a notch or two if it comes together.",91,60,Washington,Columbia Valley (WA),Merlot
US,"This leads with herb, vanilla and plum aromas, along with a reduced note of tire rubber. On the palate, sweet plum flavors are backed by gritty tannins, proving somewhat disjointed.",87,30,Washington,Walla Walla Valley (WA),Cabernet Sauvignon
US,"This leads with light baking spice and apple pie aromas. The palate is broad, with abundant vanilla flavors that suggest strong oak influence.",87,17,Washington,Horse Heaven Hills,Chardonnay
US,"This leads with light baking spice and apple pie aromas. The palate is broad, with abundant vanilla flavors that suggest strong oak influence.",87,17,Washington,Horse Heaven Hills,Chardonnay
US,"This leads with plum, vanilla, barrel spice and herb aromas. The palate is soft and velvety, keeping the vineyard's often burly tannins well in check and providing a lot of textural appeal. Cocoa notes linger on the finish, delivering a yum factor that is hard to ignore.",90,30,Washington,Red Mountain,Merlot
US,"This leads with vibrant and fresh aromas, recalling cut grass, herbs, lime zest and citrus, with whiffs of tropical fruit. The palate brings tart, zingy, mouthwatering citrus flavors, with a lightly creamy feel on the finish.",90,20,Washington,Columbia Valley (WA),Sauvignon Blanc
US,"This leads with vibrant and fresh aromas, recalling cut grass, herbs, lime zest and citrus, with whiffs of tropical fruit. The palate brings tart, zingy, mouthwatering citrus flavors, with a lightly creamy feel on the finish.",90,20,Washington,Columbia Valley (WA),Sauvignon Blanc
US,This lean and very crisp wine has a light-yellow-gold color and aromas of white flowers. It feels dry and lean on the palate and shows green apple flavors and lots of acidity—just the thing when a light-bodied nervy wine is called for.,88,25,California,Shenandoah Valley (CA),Roussanne
US,"This lean wine has light melon and dried herb aromas, an almost neutral flavor profile and short finish.",81,14,California,California,Chardonnay
US,"This leathery, full-bodied red is rich with blueberry cobbler, coffee and smoked meat flavors. Soft and round in structure, it tastes robustly varietal.",87,18,California,Sonoma County,Zinfandel
US,"This leathery, full-bodied red is rich with blueberry cobbler, coffee and smoked meat flavors. Soft and round in structure, it tastes robustly varietal.",87,18,California,Sonoma County,Zinfandel
US,"This leesy and creamy yet bracing wine reveals abundant melon, citrus and pear fruit flavors. Balance and finesse are on full display, as always the case in Luisa Ponzi's wines.",91,17,Oregon,Willamette Valley,Pinot Gris
US,"This legendary bottling shows all the hallmarks of a young, vital Cabernet that needs plenty of time. It's classically balanced and rich in blackberries, currants and chocolate, with perhaps a bit more tannic structure than in the past, due to the cool vintage. Drink from 2018 and well beyond.",94,100,California,Rutherford,Cabernet Sauvignon
US,This light to medium-bodied wine follows initially earthy and metallic aromas with decent plum flavors. The aroma clears up with time and the wine's soft texture and fruitiness peek through.,84,10,California,California,Cabernet Sauvignon
US,"This light, fruity and refreshing wine is made from organic grapes and pairs nicely with linguine and clams or pizza bianca. Although matured in French oak barrels, it's more delicate than usual, tasting of apples, baking spice and fresh lemon.",87,14,California,California,Viognier
US,This light-bodied wine from a cool vintage wine shows jammy raspberry with hints of leather on the nose. It may have already peaked.,84,45,California,Knights Valley,Cabernet Sauvignon
US,"This light-bodied wine has aromas like strawberries and maple syrup, and flavors that taste almost sweet. It makes a tempting, light and airy drink that's good for casual occasions.",84,8,California,California,Zinfandel
US,This light-bodied wine has aromas of celery and citrus that lead to crisp flavors of fresh herbs and lemon. Good acidity is smoothed out by a hint of sweetness lending a soft effect to the midpalate and finish.,85,8,California,California,Sauvignon Blanc
US,"This light-bodied wine is a bit sweet and sugary, balanced by crisp apple flavors and a tangy touch of acidity. It's good and thirst-quenching.",85,24,California,Mendocino Ridge,Riesling
